序号,单词,文件
7761,languish,C:\GTT\EnglishDB\Words\l\languish.md
7762,lanky,C:\GTT\EnglishDB\Words\l\lanky.md
7763,lantern,C:\GTT\EnglishDB\Words\l\lantern.md
7764,lap,C:\GTT\EnglishDB\Words\l\lap.md
7765,lapel,C:\GTT\EnglishDB\Words\l\lapel.md
7766,lapse,C:\GTT\EnglishDB\Words\l\lapse.md
7767,laptop,C:\GTT\EnglishDB\Words\l\laptop.md
7768,lard,C:\GTT\EnglishDB\Words\l\lard.md
7769,large,C:\GTT\EnglishDB\Words\l\large.md
7770,largely,C:\GTT\EnglishDB\Words\l\largely.md
7771,lark,C:\GTT\EnglishDB\Words\l\lark.md
7772,larva,C:\GTT\EnglishDB\Words\l\larva.md
7773,laser,C:\GTT\EnglishDB\Words\l\laser.md
7774,lash,C:\GTT\EnglishDB\Words\l\lash.md
7775,last,C:\GTT\EnglishDB\Words\l\last.md
7776,lasting,C:\GTT\EnglishDB\Words\l\lasting.md
7777,lastly,C:\GTT\EnglishDB\Words\l\lastly.md
7778,latch,C:\GTT\EnglishDB\Words\l\latch.md
7779,late,C:\GTT\EnglishDB\Words\l\late.md
7780,lately,C:\GTT\EnglishDB\Words\l\lately.md
7781,latency,C:\GTT\EnglishDB\Words\l\latency.md
7782,latent,C:\GTT\EnglishDB\Words\l\latent.md
7783,later,C:\GTT\EnglishDB\Words\l\later.md
7784,lateral,C:\GTT\EnglishDB\Words\l\lateral.md
7785,latex,C:\GTT\EnglishDB\Words\l\latex.md
7786,latitude,C:\GTT\EnglishDB\Words\l\latitude.md
7787,latter,C:\GTT\EnglishDB\Words\l\latter.md
7788,lattice,C:\GTT\EnglishDB\Words\l\lattice.md
7789,laud,C:\GTT\EnglishDB\Words\l\laud.md
7790,laudable,C:\GTT\EnglishDB\Words\l\laudable.md
7791,laugh,C:\GTT\EnglishDB\Words\l\laugh.md
7792,laughable,C:\GTT\EnglishDB\Words\l\laughable.md
7793,laughing,C:\GTT\EnglishDB\Words\l\laughing.md
7794,laughter,C:\GTT\EnglishDB\Words\l\laughter.md
7795,launch,C:\GTT\EnglishDB\Words\l\launch.md
7796,launcher,C:\GTT\EnglishDB\Words\l\launcher.md
7797,launching,C:\GTT\EnglishDB\Words\l\launching.md
7798,launder,C:\GTT\EnglishDB\Words\l\launder.md
7799,laundering,C:\GTT\EnglishDB\Words\l\laundering.md
7800,laundry,C:\GTT\EnglishDB\Words\l\laundry.md
7801,laureate,C:\GTT\EnglishDB\Words\l\laureate.md
7802,laurel,C:\GTT\EnglishDB\Words\l\laurel.md
7803,lava,C:\GTT\EnglishDB\Words\l\lava.md
7804,lavender,C:\GTT\EnglishDB\Words\l\lavender.md
7805,lavish,C:\GTT\EnglishDB\Words\l\lavish.md
7806,lavishly,C:\GTT\EnglishDB\Words\l\lavishly.md
7807,lawful,C:\GTT\EnglishDB\Words\l\lawful.md
7808,lawless,C:\GTT\EnglishDB\Words\l\lawless.md
7809,lawmaker,C:\GTT\EnglishDB\Words\l\lawmaker.md
7810,lawn,C:\GTT\EnglishDB\Words\l\lawn.md
7811,lawsuit,C:\GTT\EnglishDB\Words\l\lawsuit.md
7812,lawyer,C:\GTT\EnglishDB\Words\l\lawyer.md
7813,lax,C:\GTT\EnglishDB\Words\l\lax.md
7814,lay,C:\GTT\EnglishDB\Words\l\lay.md
7815,layer,C:\GTT\EnglishDB\Words\l\layer.md
7816,layered,C:\GTT\EnglishDB\Words\l\layered.md
7817,layering,C:\GTT\EnglishDB\Words\l\layering.md
7818,layman,C:\GTT\EnglishDB\Words\l\layman.md
7819,layoff,C:\GTT\EnglishDB\Words\l\layoff.md
7820,layout,C:\GTT\EnglishDB\Words\l\layout.md
7821,lazily,C:\GTT\EnglishDB\Words\l\lazily.md
7822,laziness,C:\GTT\EnglishDB\Words\l\laziness.md
7823,lazy,C:\GTT\EnglishDB\Words\l\lazy.md
7824,leach,C:\GTT\EnglishDB\Words\l\leach.md
7825,lead,C:\GTT\EnglishDB\Words\l\lead.md
7826,leader,C:\GTT\EnglishDB\Words\l\leader.md
7827,leadership,C:\GTT\EnglishDB\Words\l\leadership.md
7828,leading,C:\GTT\EnglishDB\Words\l\leading.md
7829,leaf,C:\GTT\EnglishDB\Words\l\leaf.md
7830,leaflet,C:\GTT\EnglishDB\Words\l\leaflet.md
7831,leafy,C:\GTT\EnglishDB\Words\l\leafy.md
7832,league,C:\GTT\EnglishDB\Words\l\league.md
7833,leaguer,C:\GTT\EnglishDB\Words\l\leaguer.md
7834,leak,C:\GTT\EnglishDB\Words\l\leak.md
7835,leakage,C:\GTT\EnglishDB\Words\l\leakage.md
7836,leaky,C:\GTT\EnglishDB\Words\l\leaky.md
7837,lean,C:\GTT\EnglishDB\Words\l\lean.md
7838,leaning,C:\GTT\EnglishDB\Words\l\leaning.md
7839,leap,C:\GTT\EnglishDB\Words\l\leap.md
7840,learn,C:\GTT\EnglishDB\Words\l\learn.md
7841,learned,C:\GTT\EnglishDB\Words\l\learned.md
7842,learner,C:\GTT\EnglishDB\Words\l\learner.md
7843,learning,C:\GTT\EnglishDB\Words\l\learning.md
7844,lease,C:\GTT\EnglishDB\Words\l\lease.md
7845,leash,C:\GTT\EnglishDB\Words\l\leash.md
7846,leasing,C:\GTT\EnglishDB\Words\l\leasing.md
7847,least,C:\GTT\EnglishDB\Words\l\least.md
7848,leather,C:\GTT\EnglishDB\Words\l\leather.md
7849,leathery,C:\GTT\EnglishDB\Words\l\leathery.md
7850,leave,C:\GTT\EnglishDB\Words\l\leave.md
7851,leaving,C:\GTT\EnglishDB\Words\l\leaving.md
7852,lecture,C:\GTT\EnglishDB\Words\l\lecture.md
7853,lecturer,C:\GTT\EnglishDB\Words\l\lecturer.md
7854,ledge,C:\GTT\EnglishDB\Words\l\ledge.md
7855,ledger,C:\GTT\EnglishDB\Words\l\ledger.md
7856,leech,C:\GTT\EnglishDB\Words\l\leech.md
7857,leery,C:\GTT\EnglishDB\Words\l\leery.md
7858,leeway,C:\GTT\EnglishDB\Words\l\leeway.md
7859,left,C:\GTT\EnglishDB\Words\l\left.md
7860,leftist,C:\GTT\EnglishDB\Words\l\leftist.md
7861,leftover,C:\GTT\EnglishDB\Words\l\leftover.md
7862,lefty,C:\GTT\EnglishDB\Words\l\lefty.md
7863,leg,C:\GTT\EnglishDB\Words\l\leg.md
7864,legacy,C:\GTT\EnglishDB\Words\l\legacy.md
7865,legal,C:\GTT\EnglishDB\Words\l\legal.md
7866,legality,C:\GTT\EnglishDB\Words\l\legality.md
7867,legalization,C:\GTT\EnglishDB\Words\l\legalization.md
7868,legalize,C:\GTT\EnglishDB\Words\l\legalize.md
7869,legally,C:\GTT\EnglishDB\Words\l\legally.md
7870,legend,C:\GTT\EnglishDB\Words\l\legend.md
7871,legendary,C:\GTT\EnglishDB\Words\l\legendary.md
7872,legging,C:\GTT\EnglishDB\Words\l\legging.md
7873,legion,C:\GTT\EnglishDB\Words\l\legion.md
7874,legislate,C:\GTT\EnglishDB\Words\l\legislate.md
7875,legislation,C:\GTT\EnglishDB\Words\l\legislation.md
7876,legislative,C:\GTT\EnglishDB\Words\l\legislative.md
7877,legislator,C:\GTT\EnglishDB\Words\l\legislator.md
7878,legislature,C:\GTT\EnglishDB\Words\l\legislature.md
7879,legitimacy,C:\GTT\EnglishDB\Words\l\legitimacy.md
7880,legitimate,C:\GTT\EnglishDB\Words\l\legitimate.md
7881,legitimately,C:\GTT\EnglishDB\Words\l\legitimately.md
7882,legitimize,C:\GTT\EnglishDB\Words\l\legitimize.md
7883,legume,C:\GTT\EnglishDB\Words\l\legume.md
7884,leisure,C:\GTT\EnglishDB\Words\l\leisure.md
7885,leisurely,C:\GTT\EnglishDB\Words\l\leisurely.md
7886,lemon,C:\GTT\EnglishDB\Words\l\lemon.md
7887,lemonade,C:\GTT\EnglishDB\Words\l\lemonade.md
7888,lend,C:\GTT\EnglishDB\Words\l\lend.md
7889,lender,C:\GTT\EnglishDB\Words\l\lender.md
7890,lending,C:\GTT\EnglishDB\Words\l\lending.md
7891,length,C:\GTT\EnglishDB\Words\l\length.md
7892,lengthen,C:\GTT\EnglishDB\Words\l\lengthen.md
7893,lengthwise,C:\GTT\EnglishDB\Words\l\lengthwise.md
7894,lengthy,C:\GTT\EnglishDB\Words\l\lengthy.md
7895,lenient,C:\GTT\EnglishDB\Words\l\lenient.md
7896,lens,C:\GTT\EnglishDB\Words\l\lens.md
7897,leopard,C:\GTT\EnglishDB\Words\l\leopard.md
7898,leper,C:\GTT\EnglishDB\Words\l\leper.md
7899,lesbian,C:\GTT\EnglishDB\Words\l\lesbian.md
7900,lesion,C:\GTT\EnglishDB\Words\l\lesion.md
7901,less,C:\GTT\EnglishDB\Words\l\less.md
7902,lessen,C:\GTT\EnglishDB\Words\l\lessen.md
7903,lesser,C:\GTT\EnglishDB\Words\l\lesser.md
7904,lesson,C:\GTT\EnglishDB\Words\l\lesson.md
7905,lest,C:\GTT\EnglishDB\Words\l\lest.md
7906,let,C:\GTT\EnglishDB\Words\l\let.md
7907,lethal,C:\GTT\EnglishDB\Words\l\lethal.md
7908,letter,C:\GTT\EnglishDB\Words\l\letter.md
7909,lettering,C:\GTT\EnglishDB\Words\l\lettering.md
7910,lettuce,C:\GTT\EnglishDB\Words\l\lettuce.md
7911,leukemia,C:\GTT\EnglishDB\Words\l\leukemia.md
7912,levee,C:\GTT\EnglishDB\Words\l\levee.md
7913,level,C:\GTT\EnglishDB\Words\l\level.md
7914,lever,C:\GTT\EnglishDB\Words\l\lever.md
7915,leverage,C:\GTT\EnglishDB\Words\l\leverage.md
7916,levy,C:\GTT\EnglishDB\Words\l\levy.md
7917,lewd,C:\GTT\EnglishDB\Words\l\lewd.md
7918,lexicon,C:\GTT\EnglishDB\Words\l\lexicon.md
7919,liability,C:\GTT\EnglishDB\Words\l\liability.md
7920,liable,C:\GTT\EnglishDB\Words\l\liable.md
7921,liaison,C:\GTT\EnglishDB\Words\l\liaison.md
7922,liar,C:\GTT\EnglishDB\Words\l\liar.md
7923,libel,C:\GTT\EnglishDB\Words\l\libel.md
7924,liberal,C:\GTT\EnglishDB\Words\l\liberal.md
7925,liberalism,C:\GTT\EnglishDB\Words\l\liberalism.md
7926,liberalization,C:\GTT\EnglishDB\Words\l\liberalization.md
7927,liberalize,C:\GTT\EnglishDB\Words\l\liberalize.md
7928,liberally,C:\GTT\EnglishDB\Words\l\liberally.md
7929,liberate,C:\GTT\EnglishDB\Words\l\liberate.md
7930,liberation,C:\GTT\EnglishDB\Words\l\liberation.md
7931,liberator,C:\GTT\EnglishDB\Words\l\liberator.md
7932,libertarian,C:\GTT\EnglishDB\Words\l\libertarian.md
7933,liberty,C:\GTT\EnglishDB\Words\l\liberty.md
7934,libido,C:\GTT\EnglishDB\Words\l\libido.md
7935,librarian,C:\GTT\EnglishDB\Words\l\librarian.md
7936,library,C:\GTT\EnglishDB\Words\l\library.md
7937,license,C:\GTT\EnglishDB\Words\l\license.md
7938,licensed,C:\GTT\EnglishDB\Words\l\licensed.md
7939,lichen,C:\GTT\EnglishDB\Words\l\lichen.md
7940,lick,C:\GTT\EnglishDB\Words\l\lick.md
7941,lid,C:\GTT\EnglishDB\Words\l\lid.md
7942,lie,C:\GTT\EnglishDB\Words\l\lie.md
7943,lieu,C:\GTT\EnglishDB\Words\l\lieu.md
7944,lieutenant,C:\GTT\EnglishDB\Words\l\lieutenant.md
7945,life,C:\GTT\EnglishDB\Words\l\life.md
7946,lifeboat,C:\GTT\EnglishDB\Words\l\lifeboat.md
7947,lifeguard,C:\GTT\EnglishDB\Words\l\lifeguard.md
7948,lifeless,C:\GTT\EnglishDB\Words\l\lifeless.md
7949,lifelike,C:\GTT\EnglishDB\Words\l\lifelike.md
7950,lifeline,C:\GTT\EnglishDB\Words\l\lifeline.md
7951,lifelong,C:\GTT\EnglishDB\Words\l\lifelong.md
7952,lifetime,C:\GTT\EnglishDB\Words\l\lifetime.md
7953,lift,C:\GTT\EnglishDB\Words\l\lift.md
7954,ligament,C:\GTT\EnglishDB\Words\l\ligament.md
7955,light,C:\GTT\EnglishDB\Words\l\light.md
7956,lighten,C:\GTT\EnglishDB\Words\l\lighten.md
7957,lighter,C:\GTT\EnglishDB\Words\l\lighter.md
7958,lighthouse,C:\GTT\EnglishDB\Words\l\lighthouse.md
7959,lighting,C:\GTT\EnglishDB\Words\l\lighting.md
7960,lightly,C:\GTT\EnglishDB\Words\l\lightly.md
7961,lightness,C:\GTT\EnglishDB\Words\l\lightness.md
7962,lightning,C:\GTT\EnglishDB\Words\l\lightning.md
7963,lightweight,C:\GTT\EnglishDB\Words\l\lightweight.md
7964,likable,C:\GTT\EnglishDB\Words\l\likable.md
7965,like,C:\GTT\EnglishDB\Words\l\like.md
7966,likelihood,C:\GTT\EnglishDB\Words\l\likelihood.md
7967,likely,C:\GTT\EnglishDB\Words\l\likely.md
7968,liken,C:\GTT\EnglishDB\Words\l\liken.md
7969,likeness,C:\GTT\EnglishDB\Words\l\likeness.md
7970,likewise,C:\GTT\EnglishDB\Words\l\likewise.md
7971,liking,C:\GTT\EnglishDB\Words\l\liking.md
7972,lilac,C:\GTT\EnglishDB\Words\l\lilac.md
7973,lily,C:\GTT\EnglishDB\Words\l\lily.md
7974,limb,C:\GTT\EnglishDB\Words\l\limb.md
7975,limbo,C:\GTT\EnglishDB\Words\l\limbo.md
7976,lime,C:\GTT\EnglishDB\Words\l\lime.md
7977,limelight,C:\GTT\EnglishDB\Words\l\limelight.md
7978,limestone,C:\GTT\EnglishDB\Words\l\limestone.md
7979,limit,C:\GTT\EnglishDB\Words\l\limit.md
7980,limitation,C:\GTT\EnglishDB\Words\l\limitation.md
7981,limited,C:\GTT\EnglishDB\Words\l\limited.md
7982,limiting,C:\GTT\EnglishDB\Words\l\limiting.md
7983,limitless,C:\GTT\EnglishDB\Words\l\limitless.md
7984,limousine,C:\GTT\EnglishDB\Words\l\limousine.md
7985,limp,C:\GTT\EnglishDB\Words\l\limp.md
7986,line,C:\GTT\EnglishDB\Words\l\line.md
7987,lineage,C:\GTT\EnglishDB\Words\l\lineage.md
7988,linear,C:\GTT\EnglishDB\Words\l\linear.md
7989,linebacker,C:\GTT\EnglishDB\Words\l\linebacker.md
7990,lineman,C:\GTT\EnglishDB\Words\l\lineman.md
7991,linen,C:\GTT\EnglishDB\Words\l\linen.md
7992,liner,C:\GTT\EnglishDB\Words\l\liner.md
7993,lineup,C:\GTT\EnglishDB\Words\l\lineup.md
7994,linger,C:\GTT\EnglishDB\Words\l\linger.md
7995,lingerie,C:\GTT\EnglishDB\Words\l\lingerie.md
7996,lingering,C:\GTT\EnglishDB\Words\l\lingering.md
7997,lingo,C:\GTT\EnglishDB\Words\l\lingo.md
7998,linguist,C:\GTT\EnglishDB\Words\l\linguist.md
7999,linguistic,C:\GTT\EnglishDB\Words\l\linguistic.md
8000,linguistics,C:\GTT\EnglishDB\Words\l\linguistics.md
8001,lining,C:\GTT\EnglishDB\Words\l\lining.md
8002,link,C:\GTT\EnglishDB\Words\l\link.md
8003,linkage,C:\GTT\EnglishDB\Words\l\linkage.md
8004,linked,C:\GTT\EnglishDB\Words\l\linked.md
8005,linoleum,C:\GTT\EnglishDB\Words\l\linoleum.md
8006,lion,C:\GTT\EnglishDB\Words\l\lion.md
8007,lip,C:\GTT\EnglishDB\Words\l\lip.md
8008,lipstick,C:\GTT\EnglishDB\Words\l\lipstick.md
8009,liqueur,C:\GTT\EnglishDB\Words\l\liqueur.md
8010,liquid,C:\GTT\EnglishDB\Words\l\liquid.md
8011,liquidate,C:\GTT\EnglishDB\Words\l\liquidate.md
8012,liquidation,C:\GTT\EnglishDB\Words\l\liquidation.md
8013,liquidity,C:\GTT\EnglishDB\Words\l\liquidity.md
8014,liquor,C:\GTT\EnglishDB\Words\l\liquor.md
8015,list,C:\GTT\EnglishDB\Words\l\list.md
8016,listed,C:\GTT\EnglishDB\Words\l\listed.md
8017,listen,C:\GTT\EnglishDB\Words\l\listen.md
8018,listener,C:\GTT\EnglishDB\Words\l\listener.md
8019,listening,C:\GTT\EnglishDB\Words\l\listening.md
8020,listing,C:\GTT\EnglishDB\Words\l\listing.md
8021,litany,C:\GTT\EnglishDB\Words\l\litany.md
8022,lite,C:\GTT\EnglishDB\Words\l\lite.md
8023,liter,C:\GTT\EnglishDB\Words\l\liter.md
8024,literacy,C:\GTT\EnglishDB\Words\l\literacy.md
8025,literal,C:\GTT\EnglishDB\Words\l\literal.md
8026,literally,C:\GTT\EnglishDB\Words\l\literally.md
8027,literary,C:\GTT\EnglishDB\Words\l\literary.md
8028,literate,C:\GTT\EnglishDB\Words\l\literate.md
8029,literature,C:\GTT\EnglishDB\Words\l\literature.md
8030,lithe,C:\GTT\EnglishDB\Words\l\lithe.md
8031,lithium,C:\GTT\EnglishDB\Words\l\lithium.md
8032,litigate,C:\GTT\EnglishDB\Words\l\litigate.md
8033,litigation,C:\GTT\EnglishDB\Words\l\litigation.md
8034,litmus,C:\GTT\EnglishDB\Words\l\litmus.md
8035,litter,C:\GTT\EnglishDB\Words\l\litter.md
8036,little,C:\GTT\EnglishDB\Words\l\little.md
8037,liturgical,C:\GTT\EnglishDB\Words\l\liturgical.md
8038,liturgy,C:\GTT\EnglishDB\Words\l\liturgy.md
8039,livable,C:\GTT\EnglishDB\Words\l\livable.md
8040,live,C:\GTT\EnglishDB\Words\l\live.md
8041,livelihood,C:\GTT\EnglishDB\Words\l\livelihood.md
8042,lively,C:\GTT\EnglishDB\Words\l\lively.md
8043,liver,C:\GTT\EnglishDB\Words\l\liver.md
8044,livestock,C:\GTT\EnglishDB\Words\l\livestock.md
8045,livid,C:\GTT\EnglishDB\Words\l\livid.md
8046,living,C:\GTT\EnglishDB\Words\l\living.md
8047,lizard,C:\GTT\EnglishDB\Words\l\lizard.md
8048,llama,C:\GTT\EnglishDB\Words\l\llama.md
8049,load,C:\GTT\EnglishDB\Words\l\load.md
8050,loaded,C:\GTT\EnglishDB\Words\l\loaded.md
8051,loader,C:\GTT\EnglishDB\Words\l\loader.md
8052,loading,C:\GTT\EnglishDB\Words\l\loading.md
8053,loaf,C:\GTT\EnglishDB\Words\l\loaf.md
8054,loafer,C:\GTT\EnglishDB\Words\l\loafer.md
8055,loan,C:\GTT\EnglishDB\Words\l\loan.md
8056,loath,C:\GTT\EnglishDB\Words\l\loath.md
8057,loathe,C:\GTT\EnglishDB\Words\l\loathe.md
8058,loathing,C:\GTT\EnglishDB\Words\l\loathing.md
8059,lob,C:\GTT\EnglishDB\Words\l\lob.md
8060,lobby,C:\GTT\EnglishDB\Words\l\lobby.md
8061,lobbyist,C:\GTT\EnglishDB\Words\l\lobbyist.md
8062,lobe,C:\GTT\EnglishDB\Words\l\lobe.md
8063,lobster,C:\GTT\EnglishDB\Words\l\lobster.md
8064,local,C:\GTT\EnglishDB\Words\l\local.md
8065,locale,C:\GTT\EnglishDB\Words\l\locale.md
8066,locality,C:\GTT\EnglishDB\Words\l\locality.md
8067,localize,C:\GTT\EnglishDB\Words\l\localize.md
8068,locally,C:\GTT\EnglishDB\Words\l\locally.md
8069,locate,C:\GTT\EnglishDB\Words\l\locate.md
8070,location,C:\GTT\EnglishDB\Words\l\location.md
8071,lock,C:\GTT\EnglishDB\Words\l\lock.md
8072,locked,C:\GTT\EnglishDB\Words\l\locked.md
8073,locker,C:\GTT\EnglishDB\Words\l\locker.md
8074,lockout,C:\GTT\EnglishDB\Words\l\lockout.md
8075,locomotive,C:\GTT\EnglishDB\Words\l\locomotive.md
8076,locus,C:\GTT\EnglishDB\Words\l\locus.md
8077,locust,C:\GTT\EnglishDB\Words\l\locust.md
8078,lodge,C:\GTT\EnglishDB\Words\l\lodge.md
8079,lodging,C:\GTT\EnglishDB\Words\l\lodging.md
8080,loft,C:\GTT\EnglishDB\Words\l\loft.md
8081,lofty,C:\GTT\EnglishDB\Words\l\lofty.md
8082,log,C:\GTT\EnglishDB\Words\l\log.md
8083,logger,C:\GTT\EnglishDB\Words\l\logger.md
8084,logging,C:\GTT\EnglishDB\Words\l\logging.md
8085,logic,C:\GTT\EnglishDB\Words\l\logic.md
8086,logical,C:\GTT\EnglishDB\Words\l\logical.md
8087,logically,C:\GTT\EnglishDB\Words\l\logically.md
8088,logistic,C:\GTT\EnglishDB\Words\l\logistic.md
8089,logistics,C:\GTT\EnglishDB\Words\l\logistics.md
8090,logo,C:\GTT\EnglishDB\Words\l\logo.md
8091,loll,C:\GTT\EnglishDB\Words\l\loll.md
8092,lone,C:\GTT\EnglishDB\Words\l\lone.md
8093,loneliness,C:\GTT\EnglishDB\Words\l\loneliness.md
8094,lonely,C:\GTT\EnglishDB\Words\l\lonely.md
8095,loner,C:\GTT\EnglishDB\Words\l\loner.md
8096,lonesome,C:\GTT\EnglishDB\Words\l\lonesome.md
8097,long,C:\GTT\EnglishDB\Words\l\long.md
8098,longevity,C:\GTT\EnglishDB\Words\l\longevity.md
8099,longing,C:\GTT\EnglishDB\Words\l\longing.md
8100,longitude,C:\GTT\EnglishDB\Words\l\longitude.md
8101,longitudinal,C:\GTT\EnglishDB\Words\l\longitudinal.md
8102,longtime,C:\GTT\EnglishDB\Words\l\longtime.md
8103,look,C:\GTT\EnglishDB\Words\l\look.md
8104,looking,C:\GTT\EnglishDB\Words\l\looking.md
8105,lookout,C:\GTT\EnglishDB\Words\l\lookout.md
8106,loom,C:\GTT\EnglishDB\Words\l\loom.md
8107,looming,C:\GTT\EnglishDB\Words\l\looming.md
8108,loon,C:\GTT\EnglishDB\Words\l\loon.md
8109,loop,C:\GTT\EnglishDB\Words\l\loop.md
8110,loophole,C:\GTT\EnglishDB\Words\l\loophole.md
8111,loose,C:\GTT\EnglishDB\Words\l\loose.md
8112,loosely,C:\GTT\EnglishDB\Words\l\loosely.md
8113,loosen,C:\GTT\EnglishDB\Words\l\loosen.md
8114,loot,C:\GTT\EnglishDB\Words\l\loot.md
8115,lope,C:\GTT\EnglishDB\Words\l\lope.md
8116,lopsided,C:\GTT\EnglishDB\Words\l\lopsided.md
8117,lord,C:\GTT\EnglishDB\Words\l\lord.md
8118,lore,C:\GTT\EnglishDB\Words\l\lore.md
8119,lose,C:\GTT\EnglishDB\Words\l\lose.md
8120,loser,C:\GTT\EnglishDB\Words\l\loser.md
8121,losing,C:\GTT\EnglishDB\Words\l\losing.md
8122,loss,C:\GTT\EnglishDB\Words\l\loss.md
8123,lost,C:\GTT\EnglishDB\Words\l\lost.md
8124,lot,C:\GTT\EnglishDB\Words\l\lot.md
8125,lotion,C:\GTT\EnglishDB\Words\l\lotion.md
8126,lottery,C:\GTT\EnglishDB\Words\l\lottery.md
8127,loud,C:\GTT\EnglishDB\Words\l\loud.md
8128,loudly,C:\GTT\EnglishDB\Words\l\loudly.md
8129,loudspeaker,C:\GTT\EnglishDB\Words\l\loudspeaker.md
8130,lounge,C:\GTT\EnglishDB\Words\l\lounge.md
8131,louse,C:\GTT\EnglishDB\Words\l\louse.md
8132,lousy,C:\GTT\EnglishDB\Words\l\lousy.md
8133,lovable,C:\GTT\EnglishDB\Words\l\lovable.md
8134,love,C:\GTT\EnglishDB\Words\l\love.md
8135,lovely,C:\GTT\EnglishDB\Words\l\lovely.md
8136,lover,C:\GTT\EnglishDB\Words\l\lover.md
8137,loving,C:\GTT\EnglishDB\Words\l\loving.md
8138,lovingly,C:\GTT\EnglishDB\Words\l\lovingly.md
8139,low,C:\GTT\EnglishDB\Words\l\low.md
8140,lower,C:\GTT\EnglishDB\Words\l\lower.md
8141,lowering,C:\GTT\EnglishDB\Words\l\lowering.md
8142,lowland,C:\GTT\EnglishDB\Words\l\lowland.md
8143,lowly,C:\GTT\EnglishDB\Words\l\lowly.md
8144,loyal,C:\GTT\EnglishDB\Words\l\loyal.md
8145,loyalist,C:\GTT\EnglishDB\Words\l\loyalist.md
8146,loyalty,C:\GTT\EnglishDB\Words\l\loyalty.md
8147,lubricant,C:\GTT\EnglishDB\Words\l\lubricant.md
8148,lucid,C:\GTT\EnglishDB\Words\l\lucid.md
8149,luck,C:\GTT\EnglishDB\Words\l\luck.md
8150,luckily,C:\GTT\EnglishDB\Words\l\luckily.md
8151,lucky,C:\GTT\EnglishDB\Words\l\lucky.md
8152,lucrative,C:\GTT\EnglishDB\Words\l\lucrative.md
8153,ludicrous,C:\GTT\EnglishDB\Words\l\ludicrous.md
8154,lug,C:\GTT\EnglishDB\Words\l\lug.md
8155,luggage,C:\GTT\EnglishDB\Words\l\luggage.md
8156,lukewarm,C:\GTT\EnglishDB\Words\l\lukewarm.md
8157,lull,C:\GTT\EnglishDB\Words\l\lull.md
8158,lullaby,C:\GTT\EnglishDB\Words\l\lullaby.md
8159,lumbar,C:\GTT\EnglishDB\Words\l\lumbar.md
8160,lumber,C:\GTT\EnglishDB\Words\l\lumber.md
8161,lumbering,C:\GTT\EnglishDB\Words\l\lumbering.md
8162,luminary,C:\GTT\EnglishDB\Words\l\luminary.md
8163,luminosity,C:\GTT\EnglishDB\Words\l\luminosity.md
8164,luminous,C:\GTT\EnglishDB\Words\l\luminous.md
8165,lump,C:\GTT\EnglishDB\Words\l\lump.md
8166,lumpy,C:\GTT\EnglishDB\Words\l\lumpy.md
8167,lunar,C:\GTT\EnglishDB\Words\l\lunar.md
8168,lunatic,C:\GTT\EnglishDB\Words\l\lunatic.md
8169,lunch,C:\GTT\EnglishDB\Words\l\lunch.md
8170,luncheon,C:\GTT\EnglishDB\Words\l\luncheon.md
8171,lunchtime,C:\GTT\EnglishDB\Words\l\lunchtime.md
8172,lung,C:\GTT\EnglishDB\Words\l\lung.md
8173,lunge,C:\GTT\EnglishDB\Words\l\lunge.md
8174,lupus,C:\GTT\EnglishDB\Words\l\lupus.md
8175,lurch,C:\GTT\EnglishDB\Words\l\lurch.md
8176,lure,C:\GTT\EnglishDB\Words\l\lure.md
8177,lurid,C:\GTT\EnglishDB\Words\l\lurid.md
8178,lurk,C:\GTT\EnglishDB\Words\l\lurk.md
8179,luscious,C:\GTT\EnglishDB\Words\l\luscious.md
8180,lush,C:\GTT\EnglishDB\Words\l\lush.md
8181,lust,C:\GTT\EnglishDB\Words\l\lust.md
8182,luster,C:\GTT\EnglishDB\Words\l\luster.md
8183,luxurious,C:\GTT\EnglishDB\Words\l\luxurious.md
8184,luxury,C:\GTT\EnglishDB\Words\l\luxury.md
8185,lying,C:\GTT\EnglishDB\Words\l\lying.md
8186,lymph,C:\GTT\EnglishDB\Words\l\lymph.md
8187,lymphoma,C:\GTT\EnglishDB\Words\l\lymphoma.md
8188,lynch,C:\GTT\EnglishDB\Words\l\lynch.md
8189,lynching,C:\GTT\EnglishDB\Words\l\lynching.md
8190,lyric,C:\GTT\EnglishDB\Words\l\lyric.md
8191,lyrical,C:\GTT\EnglishDB\Words\l\lyrical.md
8192,macabre,C:\GTT\EnglishDB\Words\m\macabre.md
8193,macaroni,C:\GTT\EnglishDB\Words\m\macaroni.md
8194,machete,C:\GTT\EnglishDB\Words\m\machete.md
8195,machine,C:\GTT\EnglishDB\Words\m\machine.md
8196,machinery,C:\GTT\EnglishDB\Words\m\machinery.md
8197,machinist,C:\GTT\EnglishDB\Words\m\machinist.md
8198,mackerel,C:\GTT\EnglishDB\Words\m\mackerel.md
8199,macro,C:\GTT\EnglishDB\Words\m\macro.md
8200,macroeconomic,C:\GTT\EnglishDB\Words\m\macroeconomic.md
8201,mad,C:\GTT\EnglishDB\Words\m\mad.md
8202,madam,C:\GTT\EnglishDB\Words\m\madam.md
8203,madden,C:\GTT\EnglishDB\Words\m\madden.md
8204,madly,C:\GTT\EnglishDB\Words\m\madly.md
8205,madman,C:\GTT\EnglishDB\Words\m\madman.md
