Word,Encoding,TokenIDs,TokenPieces,TokenCount,SingleToken,Token1,Piece1,Token2,Piece2,Token3,Piece3,Token4,Piece4,Token5,Piece5,Token6,Piece6,Token7,Piece7,Token8,Piece8,TokenID,GTT,GTT码,GTT字,Chinese,POS,Frequency
motivator,o200k_base,191917 1246,motiv | ator,2,NO,191917,motiv,1246,ator,,,,,,,,,,,,,10008,,,,,,
motive,o200k_base,76 26467,m | otive,2,NO,76,m,26467,otive,,,,,,,,,,,,,10009,,,,,,
motley,o200k_base,46121 4356,mot | ley,2,NO,46121,mot,4356,ley,,,,,,,,,,,,,10010,,,,,,
motor,o200k_base,86317,motor,1,YES,86317,motor,,,,,,,,,,,,,,,10011,,,,,,
motorcade,o200k_base,86317 48438,motor | cade,2,NO,86317,motor,48438,cade,,,,,,,,,,,,,10012,,,,,,
motorcycle,o200k_base,86317 24879,motor | cycle,2,NO,86317,motor,24879,cycle,,,,,,,,,,,,,10013,,,,,,
motorist,o200k_base,86317 421,motor | ist,2,NO,86317,motor,421,ist,,,,,,,,,,,,,10014,,,,,,
motorized,o200k_base,86317 2110,motor | ized,2,NO,86317,motor,2110,ized,,,,,,,,,,,,,10015,,,,,,
mottled,o200k_base,76 2441 1084,m | ott | led,3,NO,76,m,2441,ott,1084,led,,,,,,,,,,,10016,,,,,,
motto,o200k_base,76 30484,m | otto,2,NO,76,m,30484,otto,,,,,,,,,,,,,10017,,,,,,
mound,o200k_base,76 895,m | ound,2,NO,76,m,895,ound,,,,,,,,,,,,,10018,,,,,,
mount,o200k_base,32893,mount,1,YES,32893,mount,,,,,,,,,,,,,,,10019,,,,,,
mountain,o200k_base,32893 524,mount | ain,2,NO,32893,mount,524,ain,,,,,,,,,,,,,10020,,,,,,
mountainous,o200k_base,32893 524 784,mount | ain | ous,3,NO,32893,mount,524,ain,784,ous,,,,,,,,,,,10021,,,,,,
mountainside,o200k_base,32893 2352 617,mount | ains | ide,3,NO,32893,mount,2352,ains,617,ide,,,,,,,,,,,10022,,,,,,
mountaintop,o200k_base,32893 4649 467,mount | aint | op,3,NO,32893,mount,4649,aint,467,op,,,,,,,,,,,10023,,,,,,
mounted,o200k_base,174188,mounted,1,YES,174188,mounted,,,,,,,,,,,,,,,10024,,,,,,
mounting,o200k_base,32893 289,mount | ing,2,NO,32893,mount,289,ing,,,,,,,,,,,,,10025,,,,,,
mourn,o200k_base,76 4727,m | ourn,2,NO,76,m,4727,ourn,,,,,,,,,,,,,10026,,,,,,
mourner,o200k_base,142463 1247,mour | ner,2,NO,142463,mour,1247,ner,,,,,,,,,,,,,10027,,,,,,
mournful,o200k_base,76 4727 1500,m | ourn | ful,3,NO,76,m,4727,ourn,1500,ful,,,,,,,,,,,10028,,,,,,
mourning,o200k_base,142463 1401,mour | ning,2,NO,142463,mour,1401,ning,,,,,,,,,,,,,10029,,,,,,
mouse,o200k_base,25673,mouse,1,YES,25673,mouse,,,,,,,,,,,,,,,10030,,,,,,
mousse,o200k_base,76 40286,m | ousse,2,NO,76,m,40286,ousse,,,,,,,,,,,,,10031,,,,,,
moustache,o200k_base,76 29264 2285,m | oust | ache,3,NO,76,m,29264,oust,2285,ache,,,,,,,,,,,10032,,,,,,
mouth,o200k_base,47939,mouth,1,YES,47939,mouth,,,,,,,,,,,,,,,10033,,,,,,
mouthful,o200k_base,47939 1500,mouth | ful,2,NO,47939,mouth,1500,ful,,,,,,,,,,,,,10034,,,,,,
mouthpiece,o200k_base,47939 30871,mouth | piece,2,NO,47939,mouth,30871,piece,,,,,,,,,,,,,10035,,,,,,
movable,o200k_base,32167 562,mov | able,2,NO,32167,mov,562,able,,,,,,,,,,,,,10036,,,,,,
move,o200k_base,16366,move,1,YES,16366,move,,,,,,,,,,,,,,,10037,,,,,,
movement,o200k_base,159768,movement,1,YES,159768,movement,,,,,,,,,,,,,,,10038,,,,,,
mover,o200k_base,76 2898,m | over,2,NO,76,m,2898,over,,,,,,,,,,,,,10039,,,,,,
movie,o200k_base,35561,movie,1,YES,35561,movie,,,,,,,,,,,,,,,10040,,,,,,
moviegoer,o200k_base,35561 2319 259,movie | go | er,3,NO,35561,movie,2319,go,259,er,,,,,,,,,,,10041,,,,,,
moving,o200k_base,124296,moving,1,YES,124296,moving,,,,,,,,,,,,,,,10042,,,,,,
mow,o200k_base,76 384,m | ow,2,NO,76,m,384,ow,,,,,,,,,,,,,10043,,,,,,
mower,o200k_base,76 1611,m | ower,2,NO,76,m,1611,ower,,,,,,,,,,,,,10044,,,,,,
mozzarella,o200k_base,3690 8013 99143,mo | zz | arella,3,NO,3690,mo,8013,zz,99143,arella,,,,,,,,,,,10045,,,,,,
mp,o200k_base,2211,mp,1,YES,2211,mp,,,,,,,,,,,,,,,10046,,,,,,
mr,o200k_base,31161,mr,1,YES,31161,mr,,,,,,,,,,,,,,,10047,,,,,,
mri,o200k_base,76 872,m | ri,2,NO,76,m,872,ri,,,,,,,,,,,,,10048,,,,,,
mrs,o200k_base,190519,mrs,1,YES,190519,mrs,,,,,,,,,,,,,,,10049,,,,,,
ms,o200k_base,1782,ms,1,YES,1782,ms,,,,,,,,,,,,,,,10050,,,,,,
much-needed,o200k_base,96488 116501,much | -needed,2,NO,96488,much,116501,-needed,,,,,,,,,,,,,10051,,,,,,
much,o200k_base,96488,much,1,YES,96488,much,,,,,,,,,,,,,,,10052,,,,,,
muck,o200k_base,76 2851,m | uck,2,NO,76,m,2851,uck,,,,,,,,,,,,,10053,,,,,,
mucus,o200k_base,76 1734 385,m | uc | us,3,NO,76,m,1734,uc,385,us,,,,,,,,,,,10054,,,,,,
mud,o200k_base,103048,mud,1,YES,103048,mud,,,,,,,,,,,,,,,10055,,,,,,
muddle,o200k_base,76 169060,m | uddle,2,NO,76,m,169060,uddle,,,,,,,,,,,,,10056,,,,,,
muddled,o200k_base,76 20816 1084,m | udd | led,3,NO,76,m,20816,udd,1084,led,,,,,,,,,,,10057,,,,,,
muddy,o200k_base,103048 7593,mud | dy,2,NO,103048,mud,7593,dy,,,,,,,,,,,,,10058,,,,,,
muffin,o200k_base,76 1972 258,m | uff | in,3,NO,76,m,1972,uff,258,in,,,,,,,,,,,10059,,,,,,
muffle,o200k_base,76 24090,m | uffle,2,NO,76,m,24090,uffle,,,,,,,,,,,,,10060,,,,,,
muffled,o200k_base,76 91027,m | uffled,2,NO,76,m,91027,uffled,,,,,,,,,,,,,10061,,,,,,
muffler,o200k_base,76 1972 1639,m | uff | ler,3,NO,76,m,1972,uff,1639,ler,,,,,,,,,,,10062,,,,,,
mug,o200k_base,76 846,m | ug,2,NO,76,m,846,ug,,,,,,,,,,,,,10063,,,,,,
mulch,o200k_base,44857 332,mul | ch,2,NO,44857,mul,332,ch,,,,,,,,,,,,,10064,,,,,,
mule,o200k_base,76 1601,m | ule,2,NO,76,m,1601,ule,,,,,,,,,,,,,10065,,,,,,
mull,o200k_base,76 754,m | ull,2,NO,76,m,754,ull,,,,,,,,,,,,,10066,,,,,,
multi-ethnic,o200k_base,59250 12 1068 20756,multi | - | eth | nic,4,NO,59250,multi,12,-,1068,eth,20756,nic,,,,,,,,,10067,,,,,,
multi-party,o200k_base,59250 34437,multi | -party,2,NO,59250,multi,34437,-party,,,,,,,,,,,,,10068,,,,,,
multicultural,o200k_base,34841 174963,mult | icultural,2,NO,34841,mult,174963,icultural,,,,,,,,,,,,,10069,,,,,,
multiculturalism,o200k_base,34841 174963 2367,mult | icultural | ism,3,NO,34841,mult,174963,icultural,2367,ism,,,,,,,,,,,10070,,,,,,
multilateral,o200k_base,34841 74491,mult | ilateral,2,NO,34841,mult,74491,ilateral,,,,,,,,,,,,,10071,,,,,,
multimedia,o200k_base,34841 32656,mult | imedia,2,NO,34841,mult,32656,imedia,,,,,,,,,,,,,10072,,,,,,
multimillion-dollar,o200k_base,34841 321 27032 109619,mult | im | illion | -dollar,4,NO,34841,mult,321,im,27032,illion,109619,-dollar,,,,,,,,,10073,,,,,,
multimillionaire,o200k_base,34841 321 27032 8189,mult | im | illion | aire,4,NO,34841,mult,321,im,27032,illion,8189,aire,,,,,,,,,10074,,,,,,
multinational,o200k_base,34841 258 1953,mult | in | ational,3,NO,34841,mult,258,in,1953,ational,,,,,,,,,,,10075,,,,,,
multiple,o200k_base,76466,multiple,1,YES,76466,multiple,,,,,,,,,,,,,,,10076,,,,,,
multiplication,o200k_base,163898 2389,multip | lication,2,NO,163898,multip,2389,lication,,,,,,,,,,,,,10077,,,,,,
multiplicity,o200k_base,163898 122465,multip | licity,2,NO,163898,multip,122465,licity,,,,,,,,,,,,,10078,,,,,,
multiply,o200k_base,134147,multiply,1,YES,134147,multiply,,,,,,,,,,,,,,,10079,,,,,,
multipurpose,o200k_base,163898 42501,multip | urpose,2,NO,163898,multip,42501,urpose,,,,,,,,,,,,,10080,,,,,,
multiracial,o200k_base,34841 380 38812,mult | ir | acial,3,NO,34841,mult,380,ir,38812,acial,,,,,,,,,,,10081,,,,,,
multitude,o200k_base,34841 5962,mult | itude,2,NO,34841,mult,5962,itude,,,,,,,,,,,,,10082,,,,,,
multivariate,o200k_base,34841 100029,mult | ivariate,2,NO,34841,mult,100029,ivariate,,,,,,,,,,,,,10083,,,,,,
mum,o200k_base,165607,mum,1,YES,165607,mum,,,,,,,,,,,,,,,10084,,,,,,
mumble,o200k_base,76 37569,m | umble,2,NO,76,m,37569,umble,,,,,,,,,,,,,10085,,,,,,
mummy,o200k_base,76 13149,m | ummy,2,NO,76,m,13149,ummy,,,,,,,,,,,,,10086,,,,,,
munch,o200k_base,76 4446,m | unch,2,NO,76,m,4446,unch,,,,,,,,,,,,,10087,,,,,,
mundane,o200k_base,43825 1986,mund | ane,2,NO,43825,mund,1986,ane,,,,,,,,,,,,,10088,,,,,,
municipal,o200k_base,142563 280,municip | al,2,NO,142563,municip,280,al,,,,,,,,,,,,,10089,,,,,,
municipality,o200k_base,142563 9443,municip | ality,2,NO,142563,municip,9443,ality,,,,,,,,,,,,,10090,,,,,,
munitions,o200k_base,4798 5500,mun | itions,2,NO,4798,mun,5500,itions,,,,,,,,,,,,,10091,,,,,,
mural,o200k_base,76 4900,m | ural,2,NO,76,m,4900,ural,,,,,,,,,,,,,10092,,,,,,
murder,o200k_base,76 59051,m | urder,2,NO,76,m,59051,urder,,,,,,,,,,,,,10093,,,,,,
murdered,o200k_base,76 59051 295,m | urder | ed,3,NO,76,m,59051,urder,295,ed,,,,,,,,,,,10094,,,,,,
murderer,o200k_base,76 59051 259,m | urder | er,3,NO,76,m,59051,urder,259,er,,,,,,,,,,,10095,,,,,,
murderous,o200k_base,76 59051 784,m | urder | ous,3,NO,76,m,59051,urder,784,ous,,,,,,,,,,,10096,,,,,,
murky,o200k_base,88762 5781,mur | ky,2,NO,88762,mur,5781,ky,,,,,,,,,,,,,10097,,,,,,
murmur,o200k_base,76 51522 330,m | urm | ur,3,NO,76,m,51522,urm,330,ur,,,,,,,,,,,10098,,,,,,
muscle,o200k_base,40366 3170,mus | cle,2,NO,40366,mus,3170,cle,,,,,,,,,,,,,10099,,,,,,
muscular,o200k_base,40366 12716,mus | cular,2,NO,40366,mus,12716,cular,,,,,,,,,,,,,10100,,,,,,
muse,o200k_base,76 1821,m | use,2,NO,76,m,1821,use,,,,,,,,,,,,,10101,,,,,,
museum,o200k_base,121531,museum,1,YES,121531,museum,,,,,,,,,,,,,,,10102,,,,,,
mushroom,o200k_base,76 1776 3332,m | ush | room,3,NO,76,m,1776,ush,3332,room,,,,,,,,,,,10103,,,,,,
mushy,o200k_base,76 193523,m | ushy,2,NO,76,m,193523,ushy,,,,,,,,,,,,,10104,,,,,,
music,o200k_base,57530,music,1,YES,57530,music,,,,,,,,,,,,,,,10105,,,,,,
musical,o200k_base,40366 933,mus | ical,2,NO,40366,mus,933,ical,,,,,,,,,,,,,10106,,,,,,
musically,o200k_base,40366 2905,mus | ically,2,NO,40366,mus,2905,ically,,,,,,,,,,,,,10107,,,,,,
musician,o200k_base,40366 15884,mus | ician,2,NO,40366,mus,15884,ician,,,,,,,,,,,,,10108,,,,,,
musing,o200k_base,76 1846,m | using,2,NO,76,m,1846,using,,,,,,,,,,,,,10109,,,,,,
musket,o200k_base,40366 12099,mus | ket,2,NO,40366,mus,12099,ket,,,,,,,,,,,,,10110,,,,,,
muslim,o200k_base,40366 5406,mus | lim,2,NO,40366,mus,5406,lim,,,,,,,,,,,,,10111,,,,,,
mussels,o200k_base,76 176886,m | ussels,2,NO,76,m,176886,ussels,,,,,,,,,,,,,10112,,,,,,
must,o200k_base,46036,must,1,YES,46036,must,,,,,,,,,,,,,,,10113,,,,,,
mustache,o200k_base,46036 2285,must | ache,2,NO,46036,must,2285,ache,,,,,,,,,,,,,10114,,,,,,
mustard,o200k_base,46036 597,must | ard,2,NO,46036,must,597,ard,,,,,,,,,,,,,10115,,,,,,
muster,o200k_base,76 7282,m | uster,2,NO,76,m,7282,uster,,,,,,,,,,,,,10116,,,,,,
musty,o200k_base,46036 88,must | y,2,NO,46036,must,88,y,,,,,,,,,,,,,10117,,,,,,
mutant,o200k_base,10522 493,mut | ant,2,NO,10522,mut,493,ant,,,,,,,,,,,,,10118,,,,,,
mutate,o200k_base,10522 379,mut | ate,2,NO,10522,mut,379,ate,,,,,,,,,,,,,10119,,,,,,
mutation,o200k_base,92896,mutation,1,YES,92896,mutation,,,,,,,,,,,,,,,10120,,,,,,
mute,o200k_base,82723,mute,1,YES,82723,mute,,,,,,,,,,,,,,,10121,,,,,,
muted,o200k_base,10522 295,mut | ed,2,NO,10522,mut,295,ed,,,,,,,,,,,,,10122,,,,,,
mutilated,o200k_base,76 2056 780,m | util | ated,3,NO,76,m,2056,util,780,ated,,,,,,,,,,,10123,,,,,,
mutilation,o200k_base,76 2056 387,m | util | ation,3,NO,76,m,2056,util,387,ation,,,,,,,,,,,10124,,,,,,
mutiny,o200k_base,10522 7125,mut | iny,2,NO,10522,mut,7125,iny,,,,,,,,,,,,,10125,,,,,,
mutt,o200k_base,76 8504,m | utt,2,NO,76,m,8504,utt,,,,,,,,,,,,,10126,,,,,,
mutter,o200k_base,76 9223,m | utter,2,NO,76,m,9223,utter,,,,,,,,,,,,,10127,,,,,,
mutual,o200k_base,10522 850,mut | ual,2,NO,10522,mut,850,ual,,,,,,,,,,,,,10128,,,,,,
mutually,o200k_base,10522 2346,mut | ually,2,NO,10522,mut,2346,ually,,,,,,,,,,,,,10129,,,,,,
muzzle,o200k_base,76 38271,m | uzzle,2,NO,76,m,38271,uzzle,,,,,,,,,,,,,10130,,,,,,
my,o200k_base,3825,my,1,YES,3825,my,,,,,,,,,,,,,,,10131,,,,,,
myriad,o200k_base,3825 65575,my | riad,2,NO,3825,my,65575,riad,,,,,,,,,,,,,10132,,,,,,
myself,o200k_base,3825 1156,my | self,2,NO,3825,my,1156,self,,,,,,,,,,,,,10133,,,,,,
mysterious,o200k_base,76 42320 1595,m | yster | ious,3,NO,76,m,42320,yster,1595,ious,,,,,,,,,,,10134,,,,,,
mysteriously,o200k_base,76 42320 23138,m | yster | iously,3,NO,76,m,42320,yster,23138,iously,,,,,,,,,,,10135,,,,,,
mystery,o200k_base,76 783 875,m | yst | ery,3,NO,76,m,783,yst,875,ery,,,,,,,,,,,10136,,,,,,
mystic,o200k_base,76 783 291,m | yst | ic,3,NO,76,m,783,yst,291,ic,,,,,,,,,,,10137,,,,,,
mystical,o200k_base,76 783 933,m | yst | ical,3,NO,76,m,783,yst,933,ical,,,,,,,,,,,10138,,,,,,
mysticism,o200k_base,76 783 89445,m | yst | icism,3,NO,76,m,783,yst,89445,icism,,,,,,,,,,,10139,,,,,,
mystify,o200k_base,76 783 1985,m | yst | ify,3,NO,76,m,783,yst,1985,ify,,,,,,,,,,,10140,,,,,,
mystique,o200k_base,76 783 2222,m | yst | ique,3,NO,76,m,783,yst,2222,ique,,,,,,,,,,,10141,,,,,,
myth,o200k_base,3825 404,my | th,2,NO,3825,my,404,th,,,,,,,,,,,,,10142,,,,,,
mythic,o200k_base,3825 404 291,my | th | ic,3,NO,3825,my,404,th,291,ic,,,,,,,,,,,10143,,,,,,
mythical,o200k_base,3825 404 933,my | th | ical,3,NO,3825,my,404,th,933,ical,,,,,,,,,,,10144,,,,,,
mythological,o200k_base,3825 404 8339,my | th | ological,3,NO,3825,my,404,th,8339,ological,,,,,,,,,,,10145,,,,,,
mythology,o200k_base,3825 404 3035,my | th | ology,3,NO,3825,my,404,th,3035,ology,,,,,,,,,,,10146,,,,,,
nab,o200k_base,149396,nab,1,YES,149396,nab,,,,,,,,,,,,,,,10147,,,,,,
nag,o200k_base,135972,nag,1,YES,135972,nag,,,,,,,,,,,,,,,10148,,,,,,
nagging,o200k_base,135972 4512,nag | ging,2,NO,135972,nag,4512,ging,,,,,,,,,,,,,10149,,,,,,
nah,o200k_base,17762,nah,1,YES,17762,nah,,,,,,,,,,,,,,,10150,,,,,,
nail,o200k_base,77 663,n | ail,2,NO,77,n,663,ail,,,,,,,,,,,,,10151,,,,,,
naive,o200k_base,1503 585,na | ive,2,NO,1503,na,585,ive,,,,,,,,,,,,,10152,,,,,,
naivete,o200k_base,1503 349 4539,na | iv | ete,3,NO,1503,na,349,iv,4539,ete,,,,,,,,,,,10153,,,,,,
naked,o200k_base,77 19969,n | aked,2,NO,77,n,19969,aked,,,,,,,,,,,,,10154,,,,,,
nakedness,o200k_base,77 19969 2816,n | aked | ness,3,NO,77,n,19969,aked,2816,ness,,,,,,,,,,,10155,,,,,,
name,o200k_base,897,name,1,YES,897,name,,,,,,,,,,,,,,,10156,,,,,,
named,o200k_base,55057,named,1,YES,55057,named,,,,,,,,,,,,,,,10157,,,,,,
nameless,o200k_base,12089 12279,nam | eless,2,NO,12089,nam,12279,eless,,,,,,,,,,,,,10158,,,,,,
namely,o200k_base,12089 1151,nam | ely,2,NO,12089,nam,1151,ely,,,,,,,,,,,,,10159,,,,,,
namesake,o200k_base,23354 814,names | ake,2,NO,23354,names,814,ake,,,,,,,,,,,,,10160,,,,,,
naming,o200k_base,77 11300,n | aming,2,NO,77,n,11300,aming,,,,,,,,,,,,,10161,,,,,,
nan,o200k_base,24114,nan,1,YES,24114,nan,,,,,,,,,,,,,,,10162,,,,,,
nanny,o200k_base,77 16734,n | anny,2,NO,77,n,16734,anny,,,,,,,,,,,,,10163,,,,,,
nanotechnology,o200k_base,24114 69939,nan | otechnology,2,NO,24114,nan,69939,otechnology,,,,,,,,,,,,,10164,,,,,,
nap,o200k_base,9354,nap,1,YES,9354,nap,,,,,,,,,,,,,,,10165,,,,,,
nape,o200k_base,77 2480,n | ape,2,NO,77,n,2480,ape,,,,,,,,,,,,,10166,,,,,,
napkin,o200k_base,9354 6342,nap | kin,2,NO,9354,nap,6342,kin,,,,,,,,,,,,,10167,,,,,,
narcissism,o200k_base,77 18843 1009 2367,n | arc | iss | ism,4,NO,77,n,18843,arc,1009,iss,2367,ism,,,,,,,,,10168,,,,,,
narcissistic,o200k_base,77 18843 1009 6207,n | arc | iss | istic,4,NO,77,n,18843,arc,1009,iss,6207,istic,,,,,,,,,10169,,,,,,
narcotic,o200k_base,77 18843 14682,n | arc | otic,3,NO,77,n,18843,arc,14682,otic,,,,,,,,,,,10170,,,,,,
narrate,o200k_base,77 1614 379,n | arr | ate,3,NO,77,n,1614,arr,379,ate,,,,,,,,,,,10171,,,,,,
narration,o200k_base,77 1614 387,n | arr | ation,3,NO,77,n,1614,arr,387,ation,,,,,,,,,,,10172,,,,,,
narrative,o200k_base,77 1614 1799,n | arr | ative,3,NO,77,n,1614,arr,1799,ative,,,,,,,,,,,10173,,,,,,
narrator,o200k_base,77 1614 1246,n | arr | ator,3,NO,77,n,1614,arr,1246,ator,,,,,,,,,,,10174,,,,,,
narrow,o200k_base,77 20317,n | arrow,2,NO,77,n,20317,arrow,,,,,,,,,,,,,10175,,,,,,
narrowly,o200k_base,77 20317 423,n | arrow | ly,3,NO,77,n,20317,arrow,423,ly,,,,,,,,,,,10176,,,,,,
nasal,o200k_base,22361 280,nas | al,2,NO,22361,nas,280,al,,,,,,,,,,,,,10177,,,,,,
nascent,o200k_base,22361 1939,nas | cent,2,NO,22361,nas,1939,cent,,,,,,,,,,,,,10178,,,,,,
nasty,o200k_base,77 20936,n | asty,2,NO,77,n,20936,asty,,,,,,,,,,,,,10179,,,,,,
nation-building,o200k_base,170588 85921,nation | -building,2,NO,170588,nation,85921,-building,,,,,,,,,,,,,10180,,,,,,
nation-state,o200k_base,170588 42661,nation | -state,2,NO,170588,nation,42661,-state,,,,,,,,,,,,,10181,,,,,,
nation,o200k_base,170588,nation,1,YES,170588,nation,,,,,,,,,,,,,,,10182,,,,,,
national,o200k_base,79438,national,1,YES,79438,national,,,,,,,,,,,,,,,10183,,,,,,
nationalism,o200k_base,79438 2367,national | ism,2,NO,79438,national,2367,ism,,,,,,,,,,,,,10184,,,,,,
nationalist,o200k_base,79438 421,national | ist,2,NO,79438,national,421,ist,,,,,,,,,,,,,10185,,,,,,
nationalistic,o200k_base,79438 6207,national | istic,2,NO,79438,national,6207,istic,,,,,,,,,,,,,10186,,,,,,
nationality,o200k_base,79438 536,national | ity,2,NO,79438,national,536,ity,,,,,,,,,,,,,10187,,,,,,
nationalize,o200k_base,79438 750,national | ize,2,NO,79438,national,750,ize,,,,,,,,,,,,,10188,,,,,,
nationally,o200k_base,79438 423,national | ly,2,NO,79438,national,423,ly,,,,,,,,,,,,,10189,,,,,,
nationwide,o200k_base,170588 11147,nation | wide,2,NO,170588,nation,11147,wide,,,,,,,,,,,,,10190,,,,,,
native,o200k_base,61008,native,1,YES,61008,native,,,,,,,,,,,,,,,10191,,,,,,
natural,o200k_base,45497,natural,1,YES,45497,natural,,,,,,,,,,,,,,,10192,,,,,,
naturalism,o200k_base,45497 2367,natural | ism,2,NO,45497,natural,2367,ism,,,,,,,,,,,,,10193,,,,,,
naturalist,o200k_base,45497 421,natural | ist,2,NO,45497,natural,421,ist,,,,,,,,,,,,,10194,,,,,,
naturalistic,o200k_base,45497 6207,natural | istic,2,NO,45497,natural,6207,istic,,,,,,,,,,,,,10195,,,,,,
naturalized,o200k_base,45497 2110,natural | ized,2,NO,45497,natural,2110,ized,,,,,,,,,,,,,10196,,,,,,
naturally,o200k_base,128843 2146,natur | ally,2,NO,128843,natur,2146,ally,,,,,,,,,,,,,10197,,,,,,
nature,o200k_base,170480,nature,1,YES,170480,nature,,,,,,,,,,,,,,,10198,,,,,,
naughty,o200k_base,77 70944,n | aughty,2,NO,77,n,70944,aughty,,,,,,,,,,,,,10199,,,,,,
nausea,o200k_base,77 1597 64,n | ause | a,3,NO,77,n,1597,ause,64,a,,,,,,,,,,,10200,,,,,,
nautical,o200k_base,1503 339 933,na | ut | ical,3,NO,1503,na,339,ut,933,ical,,,,,,,,,,,10201,,,,,,
navajo,o200k_base,77 1093 4379,n | ava | jo,3,NO,77,n,1093,ava,4379,jo,,,,,,,,,,,10202,,,,,,
naval,o200k_base,7626 280,nav | al,2,NO,7626,nav,280,al,,,,,,,,,,,,,10203,,,,,,
nave,o200k_base,77 577,n | ave,2,NO,77,n,577,ave,,,,,,,,,,,,,10204,,,,,,
navel,o200k_base,7626 296,nav | el,2,NO,7626,nav,296,el,,,,,,,,,,,,,10205,,,,,,
navigate,o200k_base,128215,navigate,1,YES,128215,navigate,,,,,,,,,,,,,,,10206,,,,,,
navigation,o200k_base,48616,navigation,1,YES,48616,navigation,,,,,,,,,,,,,,,10207,,,,,,
navigational,o200k_base,77 4316 1953,n | avig | ational,3,NO,77,n,4316,avig,1953,ational,,,,,,,,,,,10208,,,,,,
navigator,o200k_base,141773,navigator,1,YES,141773,navigator,,,,,,,,,,,,,,,10209,,,,,,
navy,o200k_base,7626 88,nav | y,2,NO,7626,nav,88,y,,,,,,,,,,,,,10210,,,,,,
naw,o200k_base,77 1134,n | aw,2,NO,77,n,1134,aw,,,,,,,,,,,,,10211,,,,,,
nay,o200k_base,151734,nay,1,YES,151734,nay,,,,,,,,,,,,,,,10212,,,,,,
naysayer,o200k_base,77 1044 1630,n | ays | ayer,3,NO,77,n,1044,ays,1630,ayer,,,,,,,,,,,10213,,,,,,
nazi,o200k_base,77 9452,n | azi,2,NO,77,n,9452,azi,,,,,,,,,,,,,10214,,,,,,
nazism,o200k_base,120469 2367,naz | ism,2,NO,120469,naz,2367,ism,,,,,,,,,,,,,10215,,,,,,
near,o200k_base,71992,near,1,YES,71992,near,,,,,,,,,,,,,,,10216,,,,,,
nearby,o200k_base,71992 2345,near | by,2,NO,71992,near,2345,by,,,,,,,,,,,,,10217,,,,,,
nearest,o200k_base,154673,nearest,1,YES,154673,nearest,,,,,,,,,,,,,,,10218,,,,,,
nearly,o200k_base,611 3489,ne | arly,2,NO,611,ne,3489,arly,,,,,,,,,,,,,10219,,,,,,
neat,o200k_base,611 266,ne | at,2,NO,611,ne,266,at,,,,,,,,,,,,,10220,,,,,,
neatly,o200k_base,611 75663,ne | atly,2,NO,611,ne,75663,atly,,,,,,,,,,,,,10221,,,,,,
nebula,o200k_base,66482 3419,neb | ula,2,NO,66482,neb,3419,ula,,,,,,,,,,,,,10222,,,,,,
necessarily,o200k_base,154732,necessarily,1,YES,154732,necessarily,,,,,,,,,,,,,,,10223,,,,,,
necessary,o200k_base,37515,necessary,1,YES,37515,necessary,,,,,,,,,,,,,,,10224,,,,,,
necessitate,o200k_base,31386 12896,necess | itate,2,NO,31386,necess,12896,itate,,,,,,,,,,,,,10225,,,,,,
necessity,o200k_base,31386 536,necess | ity,2,NO,31386,necess,536,ity,,,,,,,,,,,,,10226,,,,,,
neck,o200k_base,116561,neck,1,YES,116561,neck,,,,,,,,,,,,,,,10227,,,,,,
necklace,o200k_base,116561 29578,neck | lace,2,NO,116561,neck,29578,lace,,,,,,,,,,,,,10228,,,,,,
neckline,o200k_base,116561 1137,neck | line,2,NO,116561,neck,1137,line,,,,,,,,,,,,,10229,,,,,,
necktie,o200k_base,611 34214 396,ne | ckt | ie,3,NO,611,ne,34214,ckt,396,ie,,,,,,,,,,,10230,,,,,,
nectar,o200k_base,2703 277,nect | ar,2,NO,2703,nect,277,ar,,,,,,,,,,,,,10231,,,,,,
need,o200k_base,24630,need,1,YES,24630,need,,,,,,,,,,,,,,,10232,,,,,,
needle,o200k_base,121810,needle,1,YES,121810,needle,,,,,,,,,,,,,,,10233,,,,,,
needless,o200k_base,24630 2695,need | less,2,NO,24630,need,2695,less,,,,,,,,,,,,,10234,,,,,,
needlessly,o200k_base,24630 24550,need | lessly,2,NO,24630,need,24550,lessly,,,,,,,,,,,,,10235,,,,,,
needy,o200k_base,611 12442,ne | edy,2,NO,611,ne,12442,edy,,,,,,,,,,,,,10236,,,,,,
nefarious,o200k_base,611 19112 1595,ne | far | ious,3,NO,611,ne,19112,far,1595,ious,,,,,,,,,,,10237,,,,,,
negate,o200k_base,18775 379,neg | ate,2,NO,18775,neg,379,ate,,,,,,,,,,,,,10238,,,,,,
negation,o200k_base,18775 387,neg | ation,2,NO,18775,neg,387,ation,,,,,,,,,,,,,10239,,,,,,
negative,o200k_base,46069,negative,1,YES,46069,negative,,,,,,,,,,,,,,,10240,,,,,,
negatively,o200k_base,18775 11594,neg | atively,2,NO,18775,neg,11594,atively,,,,,,,,,,,,,10241,,,,,,
negativity,o200k_base,18775 93580,neg | ativity,2,NO,18775,neg,93580,ativity,,,,,,,,,,,,,10242,,,,,,
neglect,o200k_base,18775 921,neg | lect,2,NO,18775,neg,921,lect,,,,,,,,,,,,,10243,,,,,,
neglected,o200k_base,18775 2576,neg | lected,2,NO,18775,neg,2576,lected,,,,,,,,,,,,,10244,,,,,,
